"","date","Same","...1","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Musoma","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Pokuase","Tamale","Babile","Begoro","Lake Manyara","Same.1"
"11",1983-06-10,5.4,2520,0,0,93.0999994277953,52.7000000476837,55.3999998569489,58.1999992132187,41.9000004529952,49.7000005245209,56.199999332428,75.8000001907349,0,48.700001358986,42.4000000953675,27.1000003814697,52.0000004768371,67.7000007629394,62.8999996185302,46.9000005722046,67.5000019073486,49.1999998092652,0,0,49.5000004768371,66.8999996185303,58.5000014305116,56.6999990940093,0,0
"12",1983-06-25,0,2745,0,0,14.5999995470047,10.3999996185303,10.8000001907349,0,21.4000004529953,39.5999994277954,14.0000003576278,26.8000001907349,0,7.30000019073486,11.1999998092651,0,11.5,56.4999997615815,0,0,41.800000667572,0,0,0,0,49.4999989271164,32.8999996185303,17.5,0,0
"13",1983-07-10,0,2970,0,0,11.8999996185303,28.0000002384185,17.0999999046326,23.4000000953674,29.5999991893769,56.5000004768372,14.6999998092651,23.400000333786,0,20.4999998807907,27.699999332428,10,25.8000004291534,65.300000667572,10.3000001907349,7.19999980926514,47.5999994277954,25.2999992370606,0,0,18.1999998092651,55.8000001907349,49.7999992370605,20.8999996185303,0,0
"14",1983-07-25,0,3195,1.10000002384186,0,0,0,10.5,0,16.5000004768371,55.1000006198883,0,22.5000003576279,0,0,17.0999999046326,10.3000001907349,0,51.6000009775162,0,7.80000019073486,21.5999994277954,0,0,0,0,34.899999499321,47.1000003814697,0,0,0
"15",1983-08-09,0,3420,0.5,0,0,0,0,0,8.10000038146973,33.3000001907348,0,133.699998617172,0,0,0,0,0,27.5,0,0,131.099997997284,0,1.30000001192093,0,0,31.4999995231629,64.7999991178512,0,0,28.2999992370605
"16",1983-08-24,0,3645,0,0,74.7999991178513,31.2000007629395,33.3000004291534,21.8000001907349,53.2000000476837,66.1000006198883,31.1000003814697,18.5999999046326,0,29.7000002861023,38.1000001430511,0,26.7999992370605,106.599999427795,0,19.7000007629395,86.599998474121,18.7000007629395,0,0,24.1000003814697,81.099999666214,102.099998950958,46.4000000953674,0,0
"17",1983-09-08,0,3870,0,0,66.6999998092651,30.2000000476837,46.5000001192094,33.0000011920929,102.300000429153,78.7000005245209,25.1999998092651,14.7000002861023,0,31.8000001907348,72.1000006198883,11.1999998092651,38.8000001907349,119.900001525879,23.4000005722046,6.80000019073486,24.8999996185302,13.5,0,0,14.1000001430511,84.4000004529953,81.3000013828278,34.5999989509582,0,0
"18",1983-09-23,1.7,4095,0,0,42.0000009536744,39.0000003576279,94.3000004291534,29.0999999046326,45.9000002145767,56.9999999999999,97.6000018119812,57.4000003337861,0,53.5000004768371,66,12.6999998092651,80.4000009298324,63.7999995946885,28.3000011444092,10.4000000953674,0,6.19999980926514,0,0.800000011920929,24.2000007629394,48.1999988555908,15.1999998092651,70.2000006437301,0,0
"19",1983-10-08,0.1,4320,36.3999996185303,0,56.6000008583068,49.2000002861024,73.8999998569488,31.5000009536743,32.0999999046326,27.0000004172325,61.2999997138977,49.7999997138977,0,41.5999987125396,49.3000003099442,45.2000000476837,48.2000005245208,20.099999666214,45.1999998092651,20.5000004768371,55.4999995231629,13.0999999046326,0.899999976158142,0,36.4000002145767,6.59999996423721,0,46.099999666214,0,0
"20",1983-10-23,3.1,4545,44.6000003814697,0,32.4000004529953,13.5,55.4000005722046,15.1999998092651,32.0999996662139,19.6000002026558,51.699999332428,50.0000007152557,18.6000003814697,23.9999998807907,47.9000000953674,8.00000011920929,26,4.80000019073486,22.7999999523162,16.4999995231628,25.3999996185302,6.90000009536743,0,0,19.2000007629394,10,6.5,32.3000004291534,0,0
"21",1983-11-07,19.1,4770,26.3999996185303,27.3999999165535,15.9999997019768,52.5999994277954,33.2999997138977,42.7000002861023,11.5999999046326,7.5,53.300000667572,73.3000006675721,10.6999998092651,23.2999997138977,12.2999999523163,7.19999980926514,35.3000001907349,2.70000004768372,19.6999998092651,34.9999997615814,26.5999994277954,29.6000001430512,8.60000014305115,17.8000001907349,47.0000004768372,3.70000004768372,0,24.2999999523163,19,19.5
"22",1983-11-22,7.5,4995,54.0999994277954,16.8999998569488,7.30000019073486,44.7000004053116,46.2000001072883,22.7000000476837,19.4000002145767,9.5,41.3999996185303,13.5,0,25.9999996423721,34.900000244379,26.2000000476838,25.3999997377396,5.40000003576279,33.1000003814697,17.1999999284744,11.6000003814697,19.1999998092652,10.1000003814697,26.100000500679,33.1000001430511,5.29999995231629,4.90000009536743,24.4999997019768,0,4.19999980926514
"23",1983-12-07,45.3,5220,64.8999989032746,86.4999995231629,38.6000013351441,15.8999996185303,50.800000190735,12.2999999523163,13.3999996185303,0,57.3000001907348,29.5999997854233,44.2000000476837,26.4000000953674,47.3000007867813,18.0000004768372,31.4000000953674,0.600000023841858,53.8000001907348,10,4.40000009536743,12.8000001907349,98.100001335144,80.900000333786,9.19999980926514,0,0,49.6000008583069,50.1999995708466,69.9999979734421
"24",1983-12-22,123.9,5445,63.2999987602235,136.099998950958,1.29999995231628,6.19999980926514,0,0,6.69999980926514,3.09999990463257,6.5,10,146.000002384186,6,7.59999990463257,0,9.10000038146973,2.40000009536743,8,11.1000003814697,17.6999995708466,0,134.700001716614,103.199999094009,9.39999961853027,0,0,0,63.2999992370606,60
"25",1984-01-06,11.8,5670,45.3999998569488,148.500001549721,0,13.3000001907349,9.49999982118607,10,0,0,13.4000000953674,29.5999999046326,95.0999994277954,4.40000009536743,0,0,6.10000020265579,0,7.69999980926514,3.09999990463257,4.5,8.29999971389771,107.199999809265,148.599999904633,8.79999995231629,0,0,11.8999999165535,56.4999994635582,30.6000003814697
"26",1984-01-21,18.2,5895,51.8999996185303,149.89999961853,7.60000020265579,13.7000002861023,14.1999998092651,0,0,0,15.2999997138977,33.0999994277954,78.4000008106233,8.30000019073486,5.69999980926514,7.59999990463257,10.7999997138977,0,11.6999998092651,5.09999990463256,4.40000009536743,9.59999990463257,110.40000128746,125.899997591972,8.40000009536743,0,0,9.40000009536743,56.599999308586,24.9999998807907
"27",1984-02-05,1.2,6120,51.099999666214,145.400000333786,20.8999996185302,13.3999998569489,18.8000001907348,13.7999997138977,0,0,30.9000005722046,17.3000001907349,46.6999999284744,21.6000001430512,27.4000008106232,19.5000002384186,28.2000000476837,0,34.1000003814697,1.20000004768372,0,3.90000009536743,86.0999993085861,88.9999988675118,1.5,0,0,21.7000002861023,12.6000000238419,12.9999995231629
"28",1984-02-20,0,6345,63.1999998688697,121.699999332428,47.5000002384186,44.1000003814697,45.4999992847442,28.7999995946884,11.6999998092651,0,48.1000000238418,39.5000004768371,66.9000010490417,31.5000002384186,35.1999998092652,31.3999997973441,48,0,28.200000166893,31.3999996185303,24.6999995708465,54.7000002861024,31.0999991893768,75.6999987363815,37,0,3,51.6999996900558,23.3999997377395,4.69999980926514
"29",1984-03-06,80.6,6570,43.1999998092652,88.8000003099443,91.3000006675719,79.6999993324279,106.199998855591,52.5,95.1999998092651,51.599999666214,96.0999999046326,49.3000001907348,95.8000011444092,83.5000014305115,90.6000007390976,54.7999999523163,98.5999987125397,28.099999666214,80.1999999284745,25.8999996185302,0,49.5999993085861,21.6000002622604,56.5000002384186,49.9000008106232,30.400000333786,25.2999994754791,99.3999993801118,43.3999993801117,31.1999998092651
"30",1984-03-21,2,6795,89,30.7000007629394,35.2000000476837,73.1999986171722,58.700000166893,64.7999992370606,27.2999997138977,24.2999997138977,71.0000009536744,69.5999985933303,115.399998307228,59.3000001907349,74.099999666214,52,80.1999998092651,23.2999994754791,66.0000011920929,50.4000000953674,12.5999999046326,62.6999998092652,5.49999988079071,35.7000007629395,54.0999999046325,20.700000166893,13.4000000953674,77.2999999523162,0,17.8000001907349
"31",1984-04-05,18.2,7020,75.4999976158142,43.699999332428,62.3999989032746,37.200000166893,75.8000004291535,23.2999997138977,51.1999995708466,36.400000333786,49.7000000476837,136.100000262261,65.3999996185303,31.3000001907349,57.6999995708465,68.8999993801117,46.5999989509583,31.8000000119209,83.8000001907349,40.7000007629394,44.4999995231628,41,83.4000012874604,47.1999998092651,36.800000667572,42.1999987959861,12.8999998569489,63.8999996185302,74.0000002384187,115.299998283386
"32",1984-04-20,161.3,7245,0,0,84.4999995231628,59.4000010490417,101.700001001358,83.9999994039535,72.6000013947487,72.3000005483627,103.899999380112,92.5999989509583,57.0999984741211,71.8000006675719,84.8000003099442,78.8999996185303,79.9000000953675,44.0999993085861,87.9999994337559,43.4000003337859,8.5,51.4000000953674,0,0,47.4000000953673,56.2000004649162,30.6000003814697,86.5999988913536,0,0
"33",1984-05-05,8.3,7470,0,0,68.6000008583069,94.0999996662139,88.2000000476838,95.900001525879,63.2000001668931,39.4999998807907,108.300001621246,73.4999995231629,0,85.5000002384186,80.7000005841255,140.300001263619,86.0000022649766,39.1000001430511,189.70000076294,85.4999978542327,16.5,88.8999998569489,0,0,95.699999332428,41.9000000953675,49.8999998569488,84.3999996185303,0,0
"34",1984-05-20,8.3,7695,0,0,91.6999988555907,57.5999997854233,79.9999997615814,57.6000008583069,76.3999992609024,34.6000007390976,66.8999998569488,0,0,58.6999990940094,60.6000001430512,101.199999690056,56.400000333786,70.3999990224838,147.100001811981,54.8000001907348,0,46.6999995708466,0,0,63.5000016689301,73.1000000238419,54.3999998569488,84.9999990463258,0,0
