"","date","...1","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Tamale","Babile","Begoro","Lake Manyara","Same"
"624",2006-08-03,140295,5,2,30,25,33,21,44,93,35,7,33,49,15,36,111,31,15,69,9,0,0,110,103,43,22,1
"625",2006-08-18,140520,3,0,12,18,30,23,25,53,30,0,32,44,14,20,152,32,12,80,5,0,0,86,74,13,0,0
"626",2006-09-02,140745,1,2,79,104,97,106,103,111,130,0,131,165,35,121,93,131,57,92,56,0,0,89,69,112,6,0
"627",2006-09-17,140970,27,3,26,49,35,37,86,110,60,5,57,87,9,53,64,38,26,32,7,0,0,78,31,53,13,7
"628",2006-10-02,141195,4,2,42,52,54,66,98,59,88,6,81,92,27,82,61,47,30,1,28,0,0,45,31,74,1,26
"629",2006-10-17,141420,47,13,32,32,53,37,49,7,67,13,39,70,41,37,27,62,28,226,24,0,1,6,4,21,15,26
"630",2006-11-01,141645,337,6,11,51,46,41,21,1,73,14,36,44,22,34,0,56,34,333,20,3,1,0,0,5,129,42
"631",2006-11-16,141870,69,95,0,4,10,3,0,0,8,69,0,3,9,0,0,33,9,405,8,69,136,0,0,0,441,21
"632",2006-12-01,142095,109,136,0,20,7,5,1,0,37,44,0,3,10,8,0,36,17,158,5,52,139,0,0,0,497,18
"633",2006-12-16,142320,104,198,0,0,1,0,0,0,1,119,0,0,6,0,0,19,0,132,0,109,143,0,0,0,267,197
"634",2006-12-31,142545,207,98,0,0,0,0,0,0,0,67,0,0,0,0,0,1,0,68,0,74,85,0,0,0,707,5
"635",2007-01-15,142770,121,65,0,1,1,0,0,0,1,6,0,0,0,0,0,1,0,34,0,19,84,0,0,0,694,8
"636",2007-01-30,142995,100,68,48,15,20,13,23,0,33,85,8,21,10,18,0,36,5,58,2,68,52,0,0,7,776,36
"637",2007-02-14,143220,70,66,1,18,12,4,0,0,25,74,2,8,22,16,0,52,6,73,4,9,13,0,0,4,223,19
"638",2007-03-01,143445,144,153,4,21,20,13,1,0,24,144,12,16,10,16,0,49,7,1,2,34,96,0,0,3,418,6
"639",2007-03-16,143670,209,59,23,9,17,1,17,7,14,84,4,8,9,9,3,29,1,33,2,25,21,1,1,3,94,19
"640",2007-03-31,143895,184,88,23,45,60,23,61,7,60,38,29,35,38,44,6,86,26,56,19,1,60,13,20,24,55,3
"641",2007-04-15,144120,406,49,35,25,40,26,95,71,28,52,17,43,31,28,23,61,15,338,14,7,22,24,46,15,143,33
"642",2007-04-30,144345,127,9,47,52,67,35,88,61,91,12,42,67,90,63,44,103,28,296,20,0,1,44,18,61,4,35
"643",2007-05-15,144570,190,21,40,29,48,21,43,8,51,2,29,41,68,29,9,109,16,52,19,0,3,3,3,20,8,0
"644",2007-05-30,144795,78,0,62,165,166,101,42,23,223,12,115,92,364,178,25,408,222,69,174,0,3,32,11,200,25,21
"645",2007-06-14,145020,0,0,27,58,68,67,29,30,106,2,63,92,40,71,27,57,28,99,18,0,0,17,25,47,5,0
"646",2007-06-29,145245,7,0,16,68,54,100,25,32,75,2,82,96,38,74,24,60,57,72,66,0,0,11,33,59,0,0
"647",2007-07-14,145470,0,2,100,74,75,86,114,84,100,1,108,152,57,82,201,77,51,43,51,0,0,177,84,89,3,1
"648",2007-07-29,145695,0,2,41,31,41,20,27,50,60,7,37,61,5,50,146,18,10,115,3,0,0,107,100,61,0,0
"649",2007-08-13,145920,30,0,38,44,57,46,43,110,66,11,60,97,45,75,122,77,23,54,15,0,0,192,92,78,19,2
"650",2007-08-28,146145,9,0,69,108,106,129,96,117,128,1,115,159,114,127,181,129,72,162,59,0,0,182,116,103,0,0
"651",2007-09-12,146370,6,4,93,76,85,35,196,82,129,1,74,67,16,90,76,72,34,89,13,0,0,70,37,74,0,0
"652",2007-09-27,146595,24,0,58,66,71,73,85,28,104,14,85,99,45,72,46,69,44,67,43,0,0,6,0,63,9,1
"653",2007-10-12,146820,47,16,46,58,57,62,89,29,71,12,58,69,52,63,7,88,39,101,32,0,1,7,7,53,8,1
"654",2007-10-27,147045,47,13,44,39,69,38,66,12,61,18,44,57,48,48,11,85,21,97,19,0,19,8,12,41,13,1
"655",2007-11-11,147270,238,0,17,49,56,48,23,9,84,9,37,60,39,46,13,69,33,47,27,1,0,5,4,21,69,7
"656",2007-11-26,147495,54,65,24,19,18,11,40,0,22,16,5,13,22,11,4,55,18,37,16,49,25,0,0,9,94,17
"657",2007-12-11,147720,116,94,3,6,13,7,1,0,17,36,4,4,8,4,0,22,2,13,1,48,73,0,0,0,432,19
"658",2007-12-26,147945,111,64,0,11,2,2,0,0,4,55,2,6,5,5,0,19,9,1,7,5,33,0,0,2,82,0
"659",2008-01-10,148170,316,106,0,1,4,4,0,0,3,67,0,3,4,0,0,13,2,76,1,47,88,0,0,0,116,6
"660",2008-01-25,148395,110,104,6,1,2,0,1,0,3,194,1,2,0,1,0,4,0,18,0,41,74,0,0,0,106,68
"661",2008-02-09,148620,112,148,0,2,2,0,0,0,7,118,0,1,1,1,0,9,1,5,0,92,56,0,0,0,149,189
"662",2008-02-24,148845,253,103,39,26,34,14,22,0,35,46,4,20,12,13,0,55,14,2,6,2,65,0,0,2,41,2
"663",2008-03-10,149070,109,152,39,52,58,39,74,37,56,49,39,49,31,62,16,71,23,142,20,57,175,11,17,35,221,18
"664",2008-03-25,149295,177,23,44,46,38,32,52,6,64,21,25,42,24,39,5,65,25,152,21,41,68,3,0,16,130,15
"665",2008-04-09,149520,425,66,16,17,30,12,16,7,37,63,13,11,17,23,6,42,12,144,7,10,58,3,0,14,119,6
"666",2008-04-24,149745,102,6,53,61,80,31,141,21,85,12,40,55,54,65,10,99,38,78,35,0,0,1,4,43,5,9
"667",2008-05-09,149970,77,7,68,59,63,53,89,60,77,4,58,63,119,61,15,141,56,20,42,0,0,11,39,42,1,2
"668",2008-05-24,150195,102,0,49,71,88,112,39,23,96,1,62,79,97,62,19,129,78,36,76,0,0,18,19,45,0,0
"669",2008-06-08,150420,11,2,28,58,55,56,27,39,80,3,61,49,112,63,10,115,76,85,68,0,0,14,23,46,1,2
"670",2008-06-23,150645,0,0,91,115,107,105,113,115,149,2,109,130,72,128,118,87,91,31,78,0,0,160,70,111,4,0
"671",2008-07-08,150870,0,1,51,51,65,54,53,72,69,1,51,69,27,56,108,49,32,92,19,0,0,83,77,52,0,0
"672",2008-07-23,151095,13,4,67,76,90,70,127,88,110,1,76,99,38,110,131,63,41,111,28,0,0,89,37,105,0,0
"673",2008-08-07,151320,2,0,38,49,55,35,86,77,83,1,64,67,21,79,97,45,15,31,4,0,0,129,83,67,0,0
"674",2008-08-22,151545,0,0,131,115,104,109,107,220,143,1,124,268,223,130,141,240,87,31,58,0,0,184,213,187,2,3
"675",2008-09-06,151770,1,0,50,41,57,35,76,63,68,2,48,52,30,53,59,41,20,121,10,0,0,72,69,46,16,0
"676",2008-09-21,151995,18,0,67,74,81,62,104,171,100,4,87,83,17,85,60,96,46,111,35,0,0,71,52,87,2,1
"677",2008-10-06,152220,36,1,35,56,52,45,63,52,66,5,62,52,13,57,64,39,24,144,18,0,9,29,41,46,15,1
"678",2008-10-21,152445,43,9,17,55,61,46,38,8,81,11,51,60,34,44,2,62,32,127,23,0,22,1,1,12,36,2
"679",2008-11-05,152670,117,21,9,18,18,19,1,0,33,6,14,18,21,15,0,41,15,158,12,6,18,0,0,8,158,37
"680",2008-11-20,152895,172,121,12,32,26,20,25,0,39,25,20,19,15,24,0,36,19,22,12,25,47,0,0,3,123,3
"681",2008-12-05,153120,142,116,38,55,34,35,40,2,74,66,42,47,21,48,1,67,24,1,17,5,76,4,0,15,221,1
"682",2008-12-20,153345,135,41,1,11,5,6,0,0,14,47,1,5,13,9,0,23,4,0,1,28,57,0,0,0,72,2
"683",2009-01-04,153570,79,49,0,28,27,15,0,0,35,6,18,25,15,26,0,46,6,9,4,7,49,0,0,6,65,0
"684",2009-01-19,153795,103,137,1,8,13,1,1,0,12,40,10,4,3,8,0,12,0,61,0,59,48,0,0,0,486,2
"685",2009-02-03,154020,96,117,18,19,23,6,48,10,17,116,9,14,8,16,17,51,5,0,1,47,18,6,14,4,117,8
"686",2009-02-18,154245,152,195,26,42,39,11,43,5,45,83,19,30,8,44,0,35,12,6,2,26,98,0,1,23,65,4
"687",2009-03-05,154470,184,89,48,27,41,23,78,54,34,62,22,31,15,33,20,49,8,0,2,27,73,11,6,24,117,0
"688",2009-03-20,154695,257,141,44,57,53,7,64,32,71,73,43,27,21,56,15,67,21,5,14,18,81,9,15,31,99,3
"689",2009-04-04,154920,357,12,28,22,31,4,66,27,33,10,18,20,21,32,12,47,4,7,5,16,27,3,7,28,279,10
"690",2009-04-19,155145,305,41,52,36,65,38,97,35,49,59,43,38,35,51,26,67,17,48,20,5,23,4,9,40,26,6
"691",2009-05-04,155370,292,21,46,83,72,103,54,45,100,2,60,98,104,75,13,141,62,97,63,0,5,13,37,48,34,0
"692",2009-05-19,155595,21,1,27,58,48,48,39,29,61,0,34,48,61,55,6,94,45,50,35,0,0,4,16,28,23,0
"693",2009-06-03,155820,13,0,95,168,193,192,75,46,182,2,125,139,124,133,29,147,154,8,183,0,0,34,31,96,1,1
"694",2009-06-18,156045,7,1,83,74,78,90,65,47,103,0,81,92,103,78,30,142,78,10,80,0,0,30,32,66,0,0
"695",2009-07-03,156270,0,0,255,84,93,108,113,59,136,0,92,151,72,95,62,83,87,11,78,0,0,40,33,112,0,0
"696",2009-07-18,156495,0,0,44,30,39,27,63,44,62,1,34,65,13,26,85,25,23,60,11,0,0,114,99,23,0,0
"697",2009-08-02,156720,0,1,32,63,53,31,47,53,73,6,69,77,10,83,71,32,19,36,14,0,0,68,101,60,0,0
"698",2009-08-17,156945,0,0,48,37,55,17,80,103,61,2,44,46,15,50,247,31,31,22,13,0,0,291,117,52,0,0
"699",2009-09-01,157170,0,1,27,59,49,49,109,68,67,1,86,129,5,68,113,24,16,60,5,0,0,86,89,58,2,0
"700",2009-09-16,157395,14,0,34,32,42,11,70,56,48,0,45,39,1,54,77,14,2,34,2,0,0,42,64,43,16,1
"701",2009-10-01,157620,24,1,40,64,57,43,67,20,95,4,99,109,10,85,26,31,22,98,8,0,0,13,12,72,7,0
"702",2009-10-16,157845,83,4,31,67,52,37,75,50,80,8,62,72,9,68,50,40,25,239,12,1,4,50,49,42,23,6
"703",2009-10-31,158070,134,76,53,39,53,25,80,28,60,21,32,47,18,50,1,55,14,114,12,76,109,5,7,28,320,2
"704",2009-11-15,158295,328,66,1,6,7,2,6,2,7,19,3,5,8,4,0,23,3,55,1,0,29,0,0,0,90,3
"705",2009-11-30,158520,91,32,3,18,23,13,26,10,23,32,7,14,37,15,5,50,15,112,13,0,40,0,0,7,233,5
"706",2009-12-15,158745,121,136,2,7,3,4,0,0,12,40,1,5,10,1,0,22,6,82,3,89,101,0,0,1,489,50
"707",2009-12-30,158970,59,159,0,5,5,7,0,0,10,232,3,12,10,2,0,24,4,249,3,72,143,0,0,0,859,42
"708",2010-01-14,159195,119,58,3,20,16,13,6,0,22,32,4,17,7,24,0,25,6,3,4,8,71,0,0,12,40,0
"709",2010-01-29,159420,148,89,9,13,12,10,15,16,15,42,13,12,15,17,1,21,9,44,9,22,45,6,8,15,111,11
"710",2010-02-13,159645,219,94,22,15,17,16,40,9,20,86,7,6,61,14,1,50,12,57,16,16,27,0,0,4,148,1
"711",2010-02-28,159870,237,128,37,28,39,19,57,33,35,36,27,29,20,33,13,48,10,232,8,20,138,17,6,21,348,8
"712",2010-03-15,160095,282,100,38,30,42,22,42,6,49,86,47,41,20,30,6,51,12,323,10,38,90,2,1,24,299,15
"713",2010-03-30,160320,258,35,40,31,38,19,32,15,46,67,17,25,18,32,5,45,11,247,7,5,21,1,18,23,73,11
"714",2010-04-14,160545,156,59,64,71,67,49,71,71,95,53,59,75,61,73,32,91,53,301,40,1,22,26,35,55,69,27
"715",2010-04-29,160770,327,32,48,42,60,35,90,51,61,35,37,50,62,43,23,109,35,289,36,4,27,31,42,34,31,57
"716",2010-05-14,160995,72,22,26,71,74,64,52,20,99,26,79,80,52,87,20,76,45,38,40,0,0,19,15,70,1,22
"717",2010-05-29,161220,9,4,112,129,144,93,136,76,211,2,90,103,158,107,90,244,139,40,105,0,0,151,30,85,13,8
"718",2010-06-13,161445,1,1,42,81,67,69,58,63,102,3,105,81,76,109,60,128,52,36,58,0,0,38,36,102,0,0
"719",2010-06-28,161670,0,2,45,51,55,50,64,63,70,8,46,48,41,47,51,50,36,48,25,0,0,31,55,38,0,0
"720",2010-07-13,161895,1,0,26,24,36,12,36,49,40,0,31,29,20,39,53,26,12,46,6,0,0,61,125,38,0,0
"721",2010-07-28,162120,0,1,18,18,25,15,20,45,28,2,20,19,8,18,63,20,8,60,4,0,0,39,63,11,0,0
"722",2010-08-12,162345,0,0,83,61,70,90,95,80,70,2,73,91,33,91,86,49,34,44,28,0,0,154,105,85,0,0
"723",2010-08-27,162570,1,3,33,53,41,41,100,124,77,0,63,94,19,76,101,32,35,119,21,0,0,136,159,82,2,0
"724",2010-09-11,162795,9,0,59,137,97,158,130,108,140,1,175,311,104,149,86,106,71,108,83,0,0,86,67,119,1,0
"725",2010-09-26,163020,0,1,52,89,79,77,126,92,115,1,88,119,33,91,72,66,47,127,33,0,0,74,58,72,1,0
"726",2010-10-11,163245,18,0,79,58,74,77,144,80,88,8,74,107,62,73,72,113,35,108,20,0,0,59,61,62,19,0
"727",2010-10-26,163470,26,0,48,42,65,56,102,52,74,3,41,54,45,55,62,81,21,93,13,0,0,30,10,35,58,3
"728",2010-11-10,163695,194,6,11,18,36,25,21,0,36,15,22,23,42,16,2,61,19,70,16,1,26,0,0,6,74,1
"729",2010-11-25,163920,67,96,2,27,20,17,4,0,35,26,14,31,22,16,0,36,27,24,21,29,32,0,0,6,131,45
"730",2010-12-10,164145,109,33,0,3,6,5,0,0,8,13,0,4,6,0,0,25,5,2,4,46,53,0,0,0,134,3
"731",2010-12-25,76678,135,23,21,18,18,13,8,0,22,14,11,12,14,11,0,22,12,2,5,0,12,0,0,1,143,1
