"","date","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Musoma","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Pokuase","Tamale","Babile","Begoro","Lake Manyara","Same"
"125",1981-05-05,25,0,10,7,3,1,25,3,7,NA,2,7,2,1,7,0,4,4,8,3,0,2,4,0,2,7,4,0
"126",1981-05-06,23,1,0,5,2,5,6,0,1,NA,8,11,5,0,8,0,1,0,23,2,0,6,0,0,0,9,12,1
"127",1981-05-07,12,1,5,4,6,7,5,4,6,NA,3,1,5,8,3,5,5,2,16,1,1,3,2,0,1,0,18,1
"128",1981-05-08,23,0,5,8,9,8,4,0,8,NA,0,5,8,7,9,1,12,7,2,8,1,2,7,2,1,7,14,0
"129",1981-05-09,26,0,11,5,10,21,9,8,9,NA,0,8,11,8,5,5,9,7,46,11,1,0,7,3,1,7,10,0
"130",1981-05-10,41,0,15,38,31,36,16,6,43,NA,0,37,36,32,46,6,26,35,0,38,0,0,35,4,1,37,12,0
"131",1981-05-11,53,0,11,9,10,6,24,2,11,NA,0,6,6,2,9,0,2,7,0,8,0,0,7,0,0,7,21,0
"132",1981-05-12,16,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,10,0
"133",1981-05-13,0,0,1,3,1,1,0,0,5,NA,1,1,2,4,2,0,6,3,3,2,0,0,3,0,6,1,28,0
"134",1981-05-14,0,0,1,2,3,1,1,0,6,NA,0,1,1,4,2,1,5,3,15,1,0,0,3,0,0,1,22,0
"135",1981-05-15,2,0,0,5,3,1,0,0,5,NA,0,2,3,1,7,0,1,2,13,1,0,0,2,0,2,3,22,0
"136",1981-05-16,8,0,0,1,1,3,0,3,2,NA,0,1,3,4,1,0,4,1,15,1,0,0,1,0,3,0,8,0
"137",1981-05-17,14,0,6,1,2,7,14,0,3,NA,0,1,2,5,1,6,4,2,19,2,0,0,2,13,2,1,1,0
"138",1981-05-18,9,0,1,2,4,3,2,0,3,NA,2,2,3,6,2,0,7,3,1,3,0,0,3,0,2,1,0,0
"139",1981-05-19,16,1,1,2,1,2,0,0,3,NA,2,5,4,3,4,0,3,1,7,1,0,0,1,0,3,3,0,2
"140",1981-05-20,21,0,4,4,5,8,17,5,5,NA,0,12,9,3,3,0,6,4,1,3,0,0,4,0,0,7,0,1
"141",1981-05-21,25,0,8,15,11,19,21,6,18,NA,1,19,13,14,10,13,15,14,0,13,0,0,14,10,10,4,0,0
"142",1981-05-22,4,0,6,13,12,10,7,3,11,NA,0,12,12,36,12,3,66,14,0,12,0,0,14,0,3,11,0,0
"143",1981-05-23,5,0,7,10,12,13,7,2,17,NA,0,11,9,13,15,2,20,7,0,7,0,0,7,0,0,11,0,0
"144",1981-05-24,4,0,2,3,5,3,0,0,7,NA,0,7,3,6,5,1,8,3,0,4,0,0,3,0,0,3,0,0
"145",1981-05-25,1,0,1,3,4,8,1,0,2,NA,0,3,8,3,6,0,5,2,0,2,0,0,2,0,1,4,0,0
"146",1981-05-26,2,0,5,12,15,14,1,0,19,NA,0,16,21,14,12,2,22,9,1,8,0,0,9,1,4,6,0,0
"147",1981-05-27,6,0,5,23,16,17,3,4,29,NA,1,21,13,18,23,0,26,20,0,11,0,0,20,3,12,16,0,0
"148",1981-05-28,4,0,3,2,1,7,3,2,1,NA,0,2,18,2,3,0,0,1,0,5,0,0,1,0,0,3,2,0
"149",1981-05-29,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0
"150",1981-05-30,0,0,1,3,4,7,1,5,5,NA,0,1,1,7,2,1,10,5,1,5,0,0,5,1,7,2,0,0
"151",1981-05-31,0,0,5,6,3,6,6,11,2,NA,0,5,8,9,3,5,9,7,11,6,0,0,7,8,4,3,0,0
"152",1981-06-01,3,0,5,9,6,9,5,0,10,NA,0,6,10,8,9,1,8,5,0,7,0,0,5,0,0,5,0,0
"153",1981-06-02,2,0,0,4,6,1,0,0,8,NA,0,2,5,5,5,0,10,3,0,2,0,0,3,0,0,2,0,0
"154",1981-06-03,1,0,1,7,4,7,0,0,6,NA,0,8,4,12,6,0,12,6,0,6,0,0,6,0,2,4,0,0
"155",1981-06-04,1,0,1,3,2,2,0,0,2,NA,0,1,4,3,2,0,4,2,2,2,0,0,2,0,0,1,0,0
"156",1981-06-05,0,0,0,1,2,1,0,0,1,NA,0,1,2,3,1,0,3,1,12,2,0,0,1,0,0,0,0,0
"157",1981-06-06,0,0,4,3,5,4,5,4,7,NA,0,4,5,3,4,4,5,2,8,3,0,0,2,4,4,3,0,0
"158",1981-06-07,0,0,4,3,3,3,7,1,6,NA,1,4,3,6,3,2,8,3,0,2,0,0,3,0,10,4,0,0
"159",1981-06-08,4,1,4,9,6,6,8,5,13,NA,0,4,3,15,8,4,14,8,0,5,0,0,8,3,0,4,0,0
"160",1981-06-09,4,0,0,0,2,7,0,0,1,NA,0,3,8,12,3,0,14,2,0,4,0,0,2,0,0,4,0,1
"161",1981-06-10,9,0,6,3,5,6,6,3,7,NA,0,6,8,6,3,1,5,3,0,3,0,0,3,0,5,2,0,0
"162",1981-06-11,4,0,1,4,5,8,0,5,4,NA,0,8,12,2,6,1,2,2,0,3,0,0,2,0,6,5,0,0
"163",1981-06-12,4,0,0,2,4,3,0,0,2,NA,0,2,2,3,3,0,3,1,0,1,0,0,1,1,11,1,0,0
"164",1981-06-13,4,0,5,3,5,8,12,1,7,NA,0,6,10,6,3,1,7,4,0,3,0,0,4,1,0,3,0,0
"165",1981-06-14,1,0,2,2,3,6,1,0,3,NA,0,2,4,28,1,0,25,8,0,9,0,0,8,0,0,1,0,0
"166",1981-06-15,1,0,3,6,6,6,0,0,10,NA,0,4,5,5,8,0,9,4,0,5,0,0,4,0,0,7,0,0
"167",1981-06-16,0,0,0,3,6,3,0,0,3,NA,0,6,2,5,3,0,3,2,1,2,0,0,2,0,1,1,0,0
"168",1981-06-17,0,0,1,6,8,6,2,3,7,NA,0,9,5,2,7,1,3,4,0,4,0,0,4,4,5,4,0,0
"169",1981-06-18,0,0,5,8,7,11,5,6,7,NA,0,9,11,13,7,11,18,12,0,8,0,0,12,13,7,6,0,0
"170",1981-06-19,0,0,1,8,8,13,6,3,8,NA,0,6,8,6,6,12,10,5,0,4,0,0,5,16,0,5,0,0
"171",1981-06-20,0,0,3,4,7,3,3,4,8,NA,0,2,5,16,2,6,14,6,0,5,0,0,6,4,3,2,0,0
"172",1981-06-21,0,0,4,5,4,2,16,11,8,NA,0,6,2,13,7,5,15,3,0,4,0,0,3,0,3,8,0,0
"173",1981-06-22,0,0,1,4,9,3,0,1,7,NA,0,2,2,8,4,5,24,4,3,5,0,0,4,1,0,3,0,0
"174",1981-06-23,0,0,16,13,14,12,10,6,20,NA,0,11,19,27,9,11,21,15,4,16,0,0,15,8,0,8,0,0
"175",1981-06-24,0,0,5,11,5,4,61,12,10,NA,0,9,12,18,9,7,14,16,2,19,0,0,16,8,26,6,0,0
"176",1981-06-25,0,0,0,0,0,3,0,0,1,NA,0,0,1,1,0,0,1,0,16,1,0,0,0,0,0,0,0,0
"177",1981-06-26,0,0,0,1,0,5,0,1,1,NA,0,6,5,0,3,2,0,1,8,0,0,0,1,0,4,4,0,0
"178",1981-06-27,0,0,3,5,7,9,6,2,10,NA,0,6,19,2,4,2,2,4,2,5,0,0,4,3,2,3,0,0
"179",1981-06-28,0,0,6,6,1,15,2,0,7,NA,0,7,14,0,4,1,1,4,8,5,0,0,4,1,0,2,0,0
"180",1981-06-29,0,0,1,10,17,4,2,0,17,NA,0,2,0,0,4,0,1,8,8,5,0,0,8,0,3,1,8,0
"181",1981-06-30,0,0,1,1,2,3,1,1,2,NA,0,2,3,3,2,0,3,3,0,1,0,0,3,1,8,3,0,0
"182",1981-07-01,0,0,2,3,2,2,2,0,6,NA,0,3,6,1,4,2,2,2,27,1,0,0,2,3,0,3,0,0
"183",1981-07-02,0,0,1,1,4,5,6,1,3,NA,0,3,5,0,2,5,0,2,14,3,0,0,2,9,2,2,0,0
"184",1981-07-03,0,0,1,1,1,1,1,1,4,NA,0,1,1,1,3,0,1,0,17,0,0,0,0,0,0,2,0,0
"185",1981-07-04,0,0,6,9,10,6,7,13,10,NA,0,7,10,5,6,0,9,5,0,4,0,0,5,3,9,4,0,0
"186",1981-07-05,0,0,18,19,19,24,12,14,27,NA,0,23,28,30,14,16,35,24,0,13,0,0,24,8,13,13,0,0
"187",1981-07-06,0,0,5,13,15,14,19,9,17,NA,0,11,18,3,15,8,6,7,0,6,0,0,7,4,12,14,0,0
"188",1981-07-07,0,0,4,8,7,4,1,0,9,NA,0,5,4,5,5,3,5,7,0,6,0,0,7,1,0,3,0,0
"189",1981-07-08,0,0,9,11,12,13,7,4,13,NA,0,19,17,1,22,12,1,3,0,1,0,0,3,11,3,21,0,0
"190",1981-07-09,0,0,4,7,13,1,3,9,13,NA,0,7,5,4,7,3,5,2,1,0,0,0,2,1,5,5,0,0
"191",1981-07-10,0,0,4,8,4,7,3,0,13,NA,0,16,11,4,7,0,1,5,11,4,0,0,5,4,1,3,1,0
"192",1981-07-11,0,0,2,1,1,0,3,4,1,NA,0,1,0,1,2,2,1,0,2,0,0,0,0,4,10,3,1,0
"193",1981-07-12,0,0,0,1,0,0,0,0,1,NA,0,1,1,0,1,3,0,1,4,0,0,0,1,3,3,0,0,0
"194",1981-07-13,0,0,4,1,1,0,5,1,2,NA,0,2,1,0,2,4,0,0,19,0,0,0,0,2,0,2,0,0
"195",1981-07-14,0,0,3,1,6,2,8,9,2,NA,0,2,4,1,2,17,2,1,18,1,0,0,1,25,4,3,0,0
"196",1981-07-15,0,0,7,1,11,4,7,7,3,NA,1,6,13,2,3,5,1,1,14,0,0,0,1,4,0,10,0,0
"197",1981-07-16,0,0,3,4,2,5,2,1,4,NA,0,2,5,1,3,1,1,2,8,1,0,0,2,1,0,2,1,0
"198",1981-07-17,0,0,7,12,6,2,4,2,9,NA,1,11,3,4,9,5,2,11,15,21,0,0,11,6,0,6,0,0
"199",1981-07-18,0,0,7,6,10,5,3,2,12,NA,0,4,8,2,10,3,4,1,13,1,0,0,1,2,9,9,0,0
